Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Agranulocytosis,2/28,0.0014265186232744749,0.007249133934612999,0,0,35.71428571428571,234.0185118633476,TNF;HLA-DRB1
Aortic valve disorder,2/28,0.0014265186232744749,0.007245387612166171,0,0,35.71428571428571,234.0185118633476,IL6;TGFB1
Ovarian epithelial cancer recurrent,2/28,0.0014265186232744749,0.007241645159887159,0,0,35.71428571428571,234.0185118633476,IL10;IFNG
Pseudomonas aeruginosa infection,2/28,0.0014265186232744749,0.0072379065717819,0,0,35.71428571428571,234.0185118633476,IL1B;IL17A
Gastroesophageal reflux disease,4/246,0.001441759131814848,0.007311459622020808,0,0,8.130081300813009,53.186108062179656,IL6;IL1B;TLR4;HLA-DRB1
Bilateral cataracts (disorder),3/112,0.0014524855496341484,0.00736205672088933,0,0,13.392857142857142,87.51534398979189,TGFB1;IFNG;TGM2
Lipodystrophy,3/113,0.0014900408458142906,0.00754851620240353,0,0,13.274336283185841,86.40201432879194,IL6;TNF;INS
Testicular Germ Cell Tumor,3/114,0.0015282016878974342,0.007737849659276653,0,0,13.157894736842104,85.31136318751405,TGFB1;TNF;HLA-DRB1
Renal hypertension,2/29,0.00153025250365294,0.007744243875335271,0,0,34.48275862068965,223.52836283197584,IL6;TNF
Scrub Typhus,2/29,0.00153025250365294,0.007740258160525525,0,0,34.48275862068965,223.52836283197584,IL6;IL1B
Sterility, Postpartum,2/29,0.00153025250365294,0.00773627654624542,0,0,34.48275862068965,223.52836283197584,MTHFR;PRL
Subfertility, Female,2/29,0.00153025250365294,0.007732299026170229,0,0,34.48275862068965,223.52836283197584,MTHFR;PRL
Acute monocytic/monoblastic leukemia,2/29,0.00153025250365294,0.00772832559398823,0,0,34.48275862068965,223.52836283197584,VDR;TLR4
Asbestosis,2/29,0.00153025250365294,0.007724356243400666,0,0,34.48275862068965,223.52836283197584,IL1B;TNF
Cardiac Lymphoma,2/29,0.00153025250365294,0.007720390968121713,0,0,34.48275862068965,223.52836283197584,IL6;IL6R
Collagen Diseases,2/29,0.00153025250365294,0.007716429761878449,0,0,34.48275862068965,223.52836283197584,TNF;HLA-DRB1
Disease of capillaries,2/29,0.00153025250365294,0.007712472618410818,0,0,34.48275862068965,223.52836283197584,MTHFR;INS
Dysgerminoma,2/29,0.00153025250365294,0.0077085195314716025,0,0,34.48275862068965,223.52836283197584,CD14;TLR4
Female sterility,2/29,0.00153025250365294,0.007704570494826381,0,0,34.48275862068965,223.52836283197584,MTHFR;PRL
High Grade Cervical Intraepithelial Neoplasia,2/29,0.00153025250365294,0.007700625502253505,0,0,34.48275862068965,223.52836283197584,IL1B;HLA-DRB1
Malignant melanoma of eye,2/29,0.00153025250365294,0.007696684547544061,0,0,34.48275862068965,223.52836283197584,IFNG;CD80
Muckle-Wells Syndrome,2/29,0.00153025250365294,0.007692747624501839,0,0,34.48275862068965,223.52836283197584,IL1B;TNF
Oral candidiasis,2/29,0.00153025250365294,0.0076888147269433,0,0,34.48275862068965,223.52836283197584,SOD1;IL17A
Epileptic drop attack,3/115,0.0015669717086120097,0.007869288682799607,0,0,13.043478260869565,84.24274395994716,IL6;IL1B;INS
Pancreatic intraepithelial neoplasia,3/115,0.0015669717086120097,0.007865269638528514,0,0,13.043478260869565,84.24274395994716,IL6;HIF1A;IL17A
Liver Neoplasms, Experimental,3/116,0.0016063545128377145,0.008058832134848933,0,0,12.931034482758621,83.1955337725779,IL6;TGFB1;TNF
Experimental Hepatoma,3/116,0.0016063545128377145,0.00805472048580054,0,0,12.931034482758621,83.1955337725779,IL6;TGFB1;TNF
Stage II Colon Cancer AJCC v7,2/30,0.0016374867723787483,0.00820663946911695,0,0,33.333333333333336,213.8197556141379,IL6;IL1B
Tongue Neoplasms,2/30,0.0016374867723787483,0.008202456676319234,0,0,33.333333333333336,213.8197556141379,PRL;HIF1A
Arteriovenous fistula,2/30,0.0016374867723787483,0.008198278145154527,0,0,33.333333333333336,213.8197556141379,IL6;MTHFR
gastritis h pylori,2/30,0.0016374867723787483,0.008194103869113206,0,0,33.333333333333336,213.8197556141379,IL6;TNF
Generalized osteoarthritis,2/30,0.0016374867723787483,0.0081899338416989,0,0,33.333333333333336,213.8197556141379,VDR;IL1B
Lymphadenitis,2/30,0.0016374867723787483,0.008185768056428453,0,0,33.333333333333336,213.8197556141379,CXCL10;IFNG
Prostatic Hypertrophy,2/30,0.0016374867723787483,0.008181606506831895,0,0,33.333333333333336,213.8197556141379,HMGB1;PRL
Convulsions,3/118,0.0016869727606948642,0.008424577384201791,0,0,12.711864406779661,81.16296129843167,IL6;IL1B;INS
Hepatoma, Novikoff,3/119,0.0017282152808485096,0.008626155297196117,0,0,12.605042016806722,80.17646259498937,IL6;TGFB1;TNF
Recurrent upper respiratory tract infection,2/31,0.0017482077236044978,0.00872151548608376,0,0,32.25806451612903,204.81174754177738,STAT1;CD14
Alopecia, Male Pattern,2/31,0.0017482077236044978,0.008717090567014208,0,0,32.25806451612903,204.81174754177738,VDR;MTHFR
Major depression, single episode,2/31,0.0017482077236044978,0.008712670135692194,0,0,32.25806451612903,204.81174754177738,PRL;TNF
Stage II Colon Cancer,2/31,0.0017482077236044978,0.008708254185293971,0,0,32.25806451612903,204.81174754177738,IL6;IL1B
Autoimmune Lymphoproliferative Syndrome,2/31,0.0017482077236044978,0.008703842709009629,0,0,32.25806451612903,204.81174754177738,IL10;IFNG
Chronic interstitial cystitis,2/31,0.0017482077236044978,0.008699435700043041,0,0,32.25806451612903,204.81174754177738,CXCL10;IL6
HIV Encephalopathy,2/31,0.0017482077236044978,0.008695033151611844,0,0,32.25806451612903,204.81174754177738,IL6;TNF
Pulmonary Eosinophilia,2/31,0.0017482077236044978,0.008690635056947399,0,0,32.25806451612903,204.81174754177738,IL1B;IL17A
Neurologic Symptoms,3/120,0.0017700847391496836,0.008794940756503078,0,0,12.5,79.20909822895715,IL10;IL6;SOD1
Hepatoma, Morris,3/121,0.0018125846073229798,0.009001557110040548,0,0,12.396694214876034,78.2603490796188,IL6;TGFB1;TNF
Adult Acute Lymphocytic Leukemia,3/121,0.0018125846073229798,0.00899701086907588,0,0,12.396694214876034,78.2603490796188,IL15;IL2RA;MTHFR
Juvenile Myelomonocytic Leukemia,3/121,0.0018125846073229798,0.008992469217955702,0,0,12.396694214876034,78.2603490796188,IL1B;IRF1;TNF
Columnar Cell Change of the Breast,2/32,0.0018624016893370927,0.009234956509992405,0,0,31.25,196.43401229225742,TGFB1;RUNX3
Giant Cell Fibroblastoma,2/32,0.0018624016893370927,0.009230299446699418,0,0,31.25,196.43401229225742,TGFB1;TNF
Hallopeau-Siemens Disease,2/32,0.0018624016893370927,0.009225647078026688,0,0,31.25,196.43401229225742,HMGB1;TGM2
Lipid Metabolism Disorders,2/32,0.0018624016893370927,0.009220999396879067,0,0,31.25,196.43401229225742,IL6;TNF
Lymphoproliferative Disorder of the Skin,2/32,0.0018624016893370927,0.009216356396175704,0,0,31.25,196.43401229225742,IL6;HLA-DRB1
Oropharyngeal disorders,2/32,0.0018624016893370927,0.00921171806885,0,0,31.25,196.43401229225742,IL10;TNF
Myeloproliferative disease,4/264,0.0018667774825656402,0.009228716850430137,0,0,7.575757575757576,47.60258792432614,IFNG;IL2RA;TNF;RUNX3
Absence Seizures,3/123,0.0018994893300323184,0.009385711983689102,0,0,12.195121951219512,76.41670978784218,IL6;IL1B;INS
Chromosome 5, trisomy 5q,2/33,0.0019800550402056874,0.009778884892030902,0,0,30.303030303030305,188.62517080540525,IRF1;CD14
Spastic,2/33,0.0019800550402056874,0.009773973347635105,0,0,30.303030303030305,188.62517080540525,IL6;SOD1
Nephritis, Interstitial,2/33,0.0019800550402056874,0.009769066734508782,0,0,30.303030303030305,188.62517080540525,HLA-DQA1;HLA-DRB1
Trigeminal Neuralgia,2/33,0.0019800550402056874,0.00976416504522905,0,0,30.303030303030305,188.62517080540525,IL1B;TNF
Epithelial hyperplasia,2/33,0.0019800550402056874,0.00975926827238791,0,0,30.303030303030305,188.62517080540525,IL10;IL17A
Metabolic Bone Disorder,2/33,0.0019800550402056874,0.009754376408592228,0,0,30.303030303030305,188.62517080540525,IL6;TNF
Osteomalacia,2/33,0.0019800550402056874,0.009749489446463675,0,0,30.303030303030305,188.62517080540525,TGFB1;VDR
Primary angle-closure glaucoma,2/33,0.0019800550402056874,0.009744607378638706,0,0,30.303030303030305,188.62517080540525,IL1B;MTHFR
Myotonic Dystrophy,3/125,0.0019889567000972498,0.009783516741018903,0,0,12.0,74.64174058838286,IL6;TNF;SOD1
Generalized seizures,3/126,0.0020346597799215,0.010003319818443473,0,0,11.904761904761903,73.77888879021657,IL6;IL1B;INS
Renal glomerular disease,3/127,0.002081013552327446,0.010226100596137069,0,0,11.811023622047244,72.93189235252879,TGFB1;IL1B;TNF
Rickets,2/34,0.0021011541850646455,0.010319911709552891,0,0,29.41176470588235,181.33142568525105,VDR;HLA-DRB1
Cholangitis,2/34,0.0021011541850646455,0.01031475690849917,0,0,29.41176470588235,181.33142568525105,IFNG;FUT2
Cleft Lip with or without Cleft Palate,2/34,0.0021011541850646455,0.01030960725452588,0,0,29.41176470588235,181.33142568525105,TGFB1;MTHFR
Female infertility,2/34,0.0021011541850646455,0.010304462739927812,0,0,29.41176470588235,181.33142568525105,MTHFR;PRL
Idiopathic osteoarthritis,2/34,0.0021011541850646455,0.01029932335701513,0,0,29.41176470588235,181.33142568525105,VDR;IL1B
Monocytosis,2/34,0.0021011541850646455,0.010294189098113329,0,0,29.41176470588235,181.33142568525105,IL10;CD14
Myelodysplastic Syndrome with Isolated del(5q),2/34,0.0021011541850646455,0.010289059955563196,0,0,29.41176470588235,181.33142568525105,IRF1;CD14
Neuroectodermal Tumors,2/34,0.0021011541850646455,0.010283935921720784,0,0,29.41176470588235,181.33142568525105,IL6;IFNG
Nonnuclear polymorphic congenital cataract,2/34,0.0021011541850646455,0.01027881698895736,0,0,29.41176470588235,181.33142568525105,CXCL10;TGFB1
Sarcomatoid Renal Cell Carcinoma,3/128,0.002128021306262236,0.01040507134226132,0,0,11.71875,72.10034408451077,IL6;IL6R;TGM2
beta^+^ Thalassemia,3/128,0.002128021306262236,0.010399897264020514,0,0,11.71875,72.10034408451077,DPP4;VDR;HLA-DQA1
Hereditary Nonpolyposis Colorectal Cancer,3/128,0.002128021306262236,0.010394728328998636,0,0,11.71875,72.10034408451077,TGFB1;MTHFR;ETS1
Seizures, Focal,3/129,0.0021756863065532065,0.01062227770531789,0,0,11.627906976744185,71.2838502438597,IL6;IL1B;INS
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating,2/35,0.0022256855706671488,0.01086099195060414,0,0,28.57142857142857,174.50543683358578,IL6;CD80
Varicose Ulcer,2/35,0.0022256855706671488,0.01085560188015719,0,0,28.57142857142857,174.50543683358578,TGFB1;HIF1A
Ventricular Fibrillation,2/35,0.0022256855706671488,0.01085021715700235,0,0,28.57142857142857,174.50543683358578,IL6;INS
Excessive daytime somnolence,2/35,0.0022256855706671488,0.010844837773186285,0,0,28.57142857142857,174.50543683358578,TNF;HLA-DRB1
Multinodular goiter,2/35,0.0022256855706671488,0.010839463720771426,0,0,28.57142857142857,174.50543683358578,CXCL10;IL15
Sleep Apnea, Obstructive,3/132,0.0023226570411441594,0.011306128479625954,0,0,11.363636363636363,68.92094854860608,IL6;IRF1;TNF
Mouth Neoplasms,3/132,0.0023226570411441594,0.011300531386319208,0,0,11.363636363636363,68.92094854860608,IL10;IL1B;TLR4
Benign neoplasm of brain, unspecified,2/36,0.0023536356819974097,0.011445587077026493,0,0,27.777777777777775,168.10539021189143,IL2;TGM2
EAR, PATELLA, SHORT STATURE SYNDROME,2/36,0.0023536356819974097,0.011439926549293048,0,0,27.777777777777775,168.10539021189143,TGFB1;TLR4
5q-syndrome,2/36,0.0023536356819974097,0.01143427161773136,0,0,27.777777777777775,168.10539021189143,IRF1;CD14
Autoimmune state,2/36,0.0023536356819974097,0.01142862227404671,0,0,27.777777777777775,168.10539021189143,IL6;HLA-DRB1
Low Tension Glaucoma,2/36,0.0023536356819974097,0.011422978509960761,0,0,27.777777777777775,168.10539021189143,TLR4;SOD1
Parvovirus B19 (disease),2/36,0.0023536356819974097,0.01141734031721152,0,0,27.777777777777775,168.10539021189143,IFNG;HLA-DRB1
Peripheral arterial occlusive disease,2/36,0.0023536356819974097,0.0114117076875533,0,0,27.777777777777775,168.10539021189143,IL6;MTHFR
beta Thalassemia,3/133,0.0023729831564073714,0.011499841450281878,0,0,11.278195488721803,68.16098570943586,DPP4;VDR;HLA-DQA1
Lewy Body Disease,3/133,0.0023729831564073714,0.011494173711765228,0,0,11.278195488721803,68.16098570943586,IL6;INS;SOD1
Squamous cell carcinoma of lung,4/283,0.002402535636762463,0.011631586324187924,0,0,7.067137809187279,42.62353769632551,IL6;STAT1;TNF;HLA-DQA1
Rubella,2/37,0.0024849910419855246,0.01202486064039081,0,0,27.027027027027028,162.09422227769844,IL6;IFNG
Sessile Serrated Adenoma/Polyp,2/37,0.0024849910419855246,0.012018942894012665,0,0,27.027027027027028,162.09422227769844,AHR;IL17A
ACTH-Secreting Pituitary Adenoma,2/37,0.0024849910419855246,0.012013030969323038,0,0,27.027027027027028,162.09422227769844,IL6;IFNG
Aggressive Non-Hodgkin Lymphoma,2/37,0.0024849910419855246,0.012007124857735366,0,0,27.027027027027028,162.09422227769844,IL10;HMGB1
Chronic leukemia (category),2/37,0.0024849910419855246,0.012001224550679968,0,0,27.027027027027028,162.09422227769844,IL10;TNF
Mitochondrial abnormalities,2/37,0.0024849910419855246,0.011995330039603996,0,0,27.027027027027028,162.09422227769844,HIF1A;SOD1
Paget Disease,2/37,0.0024849910419855246,0.011989441315971397,0,0,27.027027027027028,162.09422227769844,IL6;VDR
Hyperparathyroidism, Secondary,2/38,0.0026197382113525482,0.012633359735609835,0,0,26.31578947368421,156.43897067190758,IL6;VDR
Vitamin D Deficiency,2/38,0.0026197382113525482,0.012627163875023465,0,0,26.31578947368421,156.43897067190758,TGFB1;VDR
Bladder neck obstruction,2/38,0.0026197382113525482,0.012620974088810218,0,0,26.31578947368421,156.43897067190758,TGFB1;HIF1A
Common acute lymphoblastic leukemia,2/38,0.0026197382113525482,0.01261479036804157,0,0,26.31578947368421,156.43897067190758,IL10;HLA-DQA1
Milroy Disease,2/38,0.0026197382113525482,0.012608612703806487,0,0,26.31578947368421,156.43897067190758,IL6;IL6R
Pelvic Inflammatory Disease,2/38,0.0026197382113525482,0.012602441087211378,0,0,26.31578947368421,156.43897067190758,IFNG;TLR4
Abdominal discomfort,3/138,0.0026347733833137557,0.012668567911549702,0,0,10.869565217391305,64.5538924263556,IL10;IL12A;TLR4
Gastrointestinal pain,3/140,0.0027442876968701894,0.013188684344665145,0,0,10.714285714285714,63.19536138017422,IL10;IL12A;TLR4
hearing impairment,4/294,0.002756891250908813,0.013242779674453475,0,0,6.802721088435374,40.09286797576713,TGFB1;STAT1;TLR4;SOD1
Recurrent Brain Neoplasm,2/39,0.002757863788759554,0.013240979636506544,0,0,25.64102564102564,151.1102279107059,IL2;TGM2
Skin lesion,2/39,0.002757863788759554,0.013234514314418406,0,0,25.64102564102564,151.1102279107059,IFNG;IL2
Sweet Syndrome,2/39,0.002757863788759554,0.013228055303039969,0,0,25.64102564102564,151.1102279107059,MTHFR;TNF
Benign Ovarian Neoplasm,2/39,0.002757863788759554,0.013221602593136046,0,0,25.64102564102564,151.1102279107059,IL10;HIF1A
Primary malignant neoplasm of brain,2/39,0.002757863788759554,0.013215156175489465,0,0,25.64102564102564,151.1102279107059,IL2;TGM2
Adenocarcinoma of large intestine,4/297,0.0028594397295652317,0.01369521133633874,0,0,6.7340067340067336,39.44194998043406,TGFB1;PRL;ETS1;TNF
Muscular Dystrophy, Oculopharyngeal,2/40,0.0028993544104051667,0.013879617703585962,0,0,25.0,146.08167959685602,TGM2;SOD1
Purpura, Thrombotic Thrombocytopenic,2/40,0.0028993544104051667,0.013872860343457633,0,0,25.0,146.08167959685602,IFNG;HLA-DRB1
stage, ovarian epithelial cancer,2/40,0.0028993544104051667,0.013866109559835513,0,0,25.0,146.08167959685602,IL6;ETS1
Chemical Carcinogenesis,2/40,0.0028993544104051667,0.013859365343123532,0,0,25.0,146.08167959685602,IL10;IL1B
Chronic rejection of renal transplant,2/40,0.0028993544104051667,0.013852627683744278,0,0,25.0,146.08167959685602,TGFB1;IFNG
Motor symptoms,2/40,0.0028993544104051667,0.01384589657213896,0,0,25.0,146.08167959685602,TNF;SOD1
Congenital chromosomal disease,5/497,0.00298227578153838,0.014234971530334725,0,0,5.030181086519114,29.250848012293268,IL6;TGFB1;IL15;MTHFR;TNF
Nerve Degeneration,3/145,0.0030302773974003098,0.01445707100080109,0,0,10.344827586206897,59.990701172629656,IFNG;TNF;SOD1
Arterial Occlusive Diseases,2/41,0.003044196749720607,0.014516431662423158,0,0,24.390243902439025,141.32971233695181,MTHFR;TLR4
Hemophilia B,2/41,0.003044196749720607,0.014509391685865241,0,0,24.390243902439025,141.32971233695181,IL10;TLR4
Malabsorption Syndrome,2/41,0.003044196749720607,0.014502358534296718,0,0,24.390243902439025,141.32971233695181,INS;TGM2
MELAS Syndrome,2/41,0.003044196749720607,0.014495332197797542,0,0,24.390243902439025,141.32971233695181,IL1B;SOD1
Microcalcification,2/41,0.003044196749720607,0.01448831266646689,0,0,24.390243902439025,141.32971233695181,TGFB1;IL1B
Memory Disorder, Semantic,2/42,0.0031923775191860316,0.015186198576263464,0,0,23.809523809523807,136.83307942776858,IL1B;INS
Memory Disorder, Spatial,2/42,0.0031923775191860316,0.015178851600658112,0,0,23.809523809523807,136.83307942776858,IL1B;INS
Parkinsonism, Juvenile,2/42,0.0031923775191860316,0.015171511730445028,0,0,23.809523809523807,136.83307942776858,PRL;INS
Vascular Neoplasms,2/42,0.0031923775191860316,0.015164178955321564,0,0,23.809523809523807,136.83307942776858,IFNG;HIF1A
Age-Related Memory Disorders,2/42,0.0031923775191860316,0.015156853265004985,0,0,23.809523809523807,136.83307942776858,IL1B;INS
Anaphylaxis (non medication),2/42,0.0031923775191860316,0.015149534649232408,0,0,23.809523809523807,136.83307942776858,IL10;TNF
Chronic diarrhea,2/42,0.0031923775191860316,0.015142223097760771,0,0,23.809523809523807,136.83307942776858,IL21;IL2RA
Clear Cell Sarcoma of Soft Tissue,2/42,0.0031923775191860316,0.01513491860036677,0,0,23.809523809523807,136.83307942776858,IL6;HIF1A
Ewings sarcoma-primitive neuroectodermal tumor (PNET),2/42,0.0031923775191860316,0.015127621146846825,0,0,23.809523809523807,136.83307942776858,IL1B;TNF
Acute respiratory failure,2/43,0.003343883466309401,0.01583792130452472,0,0,23.25581395348837,132.5726147199673,IL10;IL6
Becker Muscular Dystrophy,2/43,0.003343883466309401,0.01583029224801965,0,0,23.25581395348837,132.5726147199673,TGFB1;TNF
Tumoral calcinosis,2/44,0.0034987013786665277,0.016555241766747535,0,0,22.727272727272727,128.5309866819061,TGFB1;IL1B
Alkaline phosphatase raised,2/44,0.0034987013786665277,0.016547274855406465,0,0,22.727272727272727,128.5309866819061,VDR;IL12A
HELLP Syndrome,2/44,0.0034987013786665277,0.016539315608241765,0,0,22.727272727272727,128.5309866819061,TNF;TLR4
Memory Disorders,2/44,0.0034987013786665277,0.016531364014199343,0,0,22.727272727272727,128.5309866819061,IL1B;INS
Mixed anxiety and depressive disorder,2/44,0.0034987013786665277,0.01652342006224634,0,0,22.727272727272727,128.5309866819061,IL6;MTHFR
Monoclonal Gammapathies,2/44,0.0034987013786665277,0.0165154837413711,0,0,22.727272727272727,128.5309866819061,IL1B;HIF1A
Abdominal Pain,3/153,0.0035248664625393217,0.016631007006162483,0,0,9.80392156862745,55.37169339610834,IL10;IL12A;TLR4
Cervical Squamous Cell Carcinoma,3/153,0.0035248664625393217,0.016623026676505014,0,0,9.80392156862745,55.37169339610834,IL6;HMGB1;TLR4
Breast Cancer, Familial,3/154,0.0035899504722669293,0.01692183848510282,0,0,9.74025974025974,54.83393057730235,CXCL10;PRL;HIF1A
Icterus,3/154,0.0035899504722669293,0.016913726386116674,0,0,9.74025974025974,54.83393057730235,IL12A;CD14;TNF
Adenoma, Microcystic,2/45,0.0036568180781167098,0.017220511773709164,0,0,22.22222222222222,124.69248638356555,PRL;S100A9
Granulomatous Disease, Chronic, X-Linked,2/45,0.0036568180781167098,0.01721226440217003,0,0,22.22222222222222,124.69248638356555,IFNG;IL1B
Sleeplessness,2/45,0.0036568180781167098,0.017204024926630458,0,0,22.22222222222222,124.69248638356555,AHR;HLA-DRB1
Abetalipoproteinemia,2/45,0.0036568180781167098,0.017195793335756472,0,0,22.22222222222222,124.69248638356555,PRL;HIF1A
Ascites,2/45,0.0036568180781167098,0.017187569618235785,0,0,22.22222222222222,124.69248638356555,DPP4;IL6
Bronchogenic Carcinoma,2/45,0.0036568180781167098,0.017179353762777735,0,0,22.22222222222222,124.69248638356555,IL6;SOD1
